realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
77,0.8553843390405904,0.8640923938662758,0.8611442064666962,0.024000000000000004,0.15300909090909093,0.21915151515151515,-0.008708054825685374,-0.12900909090909093,-0.005759867426105791,-0.19515151515151516
78,0.8553843390405904,0.8644892669941372,0.8615660112173168,0.024000000000000004,0.1446787878787879,0.21232121212121213,-0.009104927953546782,-0.1206787878787879,-0.006181672176726383,-0.18832121212121214
79,0.8553843390405904,0.8635369458339774,0.8604231072951273,0.024000000000000004,0.13644545454545456,0.1981727272727273,-0.00815260679338703,-0.11244545454545456,-0.005038768254536863,-0.1741727272727273
80,0.8553843390405904,0.8639419764429849,0.8608395696204068,0.024000000000000004,0.13645757575757578,0.1981727272727273,-0.008557637402394458,-0.11245757575757577,-0.005455230579816339,-0.1741727272727273
81,0.8553843390405904,0.8633732243345725,0.8609467662139602,0.024000000000000004,0.13933636363636365,0.2064666666666667,-0.007988885293982118,-0.11533636363636364,-0.005562427173369744,-0.1824666666666667
82,0.8553843390405904,0.8645872003937947,0.861522741636515,0.024000000000000004,0.1564,0.22403030303030305,-0.00920286135320425,-0.13240000000000002,-0.006138402595924575,-0.20003030303030306
83,0.8553843390405904,0.8644869340343467,0.8616772258401793,0.024000000000000004,0.15254545454545457,0.23183636363636365,-0.009102594993756319,-0.12854545454545457,-0.006292886799588837,-0.20783636363636365
84,0.8553843390405904,0.8649171376964273,0.8615365927622302,0.024000000000000004,0.15154545454545457,0.21963939393939397,-0.009532798655836894,-0.12754545454545457,-0.006152253721639744,-0.19563939393939397
85,0.8553843390405904,0.8639953825262471,0.8608286906210231,0.024000000000000004,0.14372727272727273,0.21915151515151515,-0.008611043485656666,-0.11972727272727272,-0.00544435158043266,-0.19515151515151516
86,0.8553843390405904,0.8645977968424287,0.8615014689419201,0.024000000000000004,0.15349696969696972,0.22305454545454548,-0.009213457801838243,-0.12949696969696972,-0.006117129901329732,-0.19905454545454548
87,0.8553843390405904,0.8642669838286337,0.8611155994724549,0.024000000000000004,0.15643636363636365,0.22256666666666666,-0.008882644788043237,-0.13243636363636366,-0.005731260431864449,-0.19856666666666667
88,0.8553843390405904,0.8642190100150116,0.8612365608310794,0.024000000000000004,0.14959393939393942,0.226469696969697,-0.008834670974421144,-0.12559393939393942,-0.005852221790488943,-0.202469696969697
